Show name,id,name,season,summary
Silicon Valley,155200,Two Days of the Condor,2,"<p>As the guys await the verdict on Pied Piper's fate, an unexpected real-life drama draws a spike in traffic to their livestream and leaves them fighting to hold things together - literally. While Erlich considers his future, Richard scrambles to save Pied Piper's.</p>"
Silicon Valley,560883,Founder Friendly,3,"<p>After being unceremoniously fired, an angry Richard faces a tough decision: accept the diminished role of CTO, or leave Pied Piper for good. Erlich takes a shine to Jack Barker, Laurie's new choice of CEO, while Dinesh and Gilfoyle weigh their options in Richard's absence. At Hooli, Gavin tries to improve his image by admitting failure, and Big Head gets wind of major changes.</p>"
Silicon Valley,668661,Two in the Box,3,"<p>The new and improved Pied Piper impresses Dinesh and Gilfoyle, but worries Richard; Jared and Erlich both face housing issues; Gavin suggests a controversial move.</p>"
Silicon Valley,668662,Meinertzhagen's Haversack,3,<p>Richard searches for a way around Jack; Gilfoyle opens himself up to recruiters; Dinesh draws unwanted attention from a recent purchase.</p>
Silicon Valley,670680,Maleant Data Systems Solutions,3,<p>The Pied Piper guys struggle to phone it in; Erlich faces competition; Monica takes a stand; Gavin makes a decision about Nucleus.</p>
Silicon Valley,670682,The Empty Chair,3,"<p>Richard lets his ego get in the way at an interview; Dinesh, Gilfoyle and Jared misplace hardware; Erlich pitches his plans to Big Head.</p>"
Silicon Valley,670681,Bachmanity Insanity,3,<p>Richard's new relationship is threatened by neuroses; Big Head and Erlich's launch party has snags; Dinesh falls for a foreign coworker.</p>
Silicon Valley,717453,To Build a Better Beta,3,"<p>When the guys decide to release the beta version of Pied Piper, they receive an unexpected response. With a limited number of beta invites each, Dinesh worries about his lack of friends, while Gilfoyle looks to catch him in a lie. Monica worries about how to deliver criticism. Facing financial woes, Erlich considers a big decision, and Gavin challenges the Nucleus team to do the impossible.</p>"
Silicon Valley,729570,Bachman's Earning's Over-ride,3,"<p>Erlich struggles to come clean to Richard, who is forced to make a choice between their friendship and the company's future. Jared's new Pied Piper apparel makes a splash, and divides Dinesh and Gilfoyle. As Gavin faces major life changes, the guys celebrate a rare victory.</p>"
Silicon Valley,729571,Daily Active Users,3,"<p>Upon discovering surprising stats, Richard attempts to bridge the gap between Pied Piper and its users, leading Jared to take drastic measures to hold everything together. Gavin learns secrets about the competition and decides to bring in a new face to reclaim his former glory.</p>"
Silicon Valley,729572,The Uptick,3,"<p>With Pied Piper's future in question, Erlich's publicity success leaves Richard in a moral quandary, just as Dinesh's video-chat app gathers speed. While Laurie prepares to jump ship, Gavin's comeback at Hooli is threatened by his displays of grandeur.</p>"
Silicon Valley,1069871,Success Failure,4,"<p>In the wake of Pied Piper's clickfarm scandal, the guys struggle to find funding for Pied Piper's video-chat app to keep up with their rapidly growing user base. Erlich faces resistance from Big Head's dad, while Gavin balks after Jack steps on his toes at Hooli. Having a hard time adjusting to his company's pivot, Richard gets sage advice from an unexpected source, leading him to a big idea that could change his future.</p>"
Silicon Valley,1093340,Terms of Service,4,"<p>Richard butts heads with Dinesh, whose new position goes to his head. Later, Richard discovers interesting data about PiperChat's users. Erlich makes a play to be involved in Jian-Yang's new app; Jared sets ground rules in his friendship with Richard; Gavin's paranoia over Jack's enthusiasm causes him to make a rash decision.</p>"
Silicon Valley,1119032,Intellectual Property,4,"<p>An overtired Richard pushes himself to the brink of sanity while trying to move ahead with his next big idea. Eyeing a comeback, Erlich pressures an uncooperative Jian-Yang. Monica sets a trap at Raviga to improve her standing with Laurie. Dinesh goes on a date; Big Head enters the world of academia; Gavin faces an unknown future.</p>"
Silicon Valley,1119033,Teambuilding Exercise,4,"<p>When Richard reaches out to an unlikely ally, Jared worries about the company he's keeping. Gilfoyle gets tough on security in the wake of Dinesh's latest dalliance; later, he considers whether to put his pride aside for a job. Concerned about Jian-Yang's commitment to his app, Erlich takes matters into his own hands.</p>"
Silicon Valley,1151634,The Blood Boy,4,"<p>Cracks in Richard's latest partnership become more apparent when he's forced to deal with an unexpected interloper. As things get more serious, Dinesh scrambles to find a way out of his new relationship. After learning of surprising developments afoot at Raviga, Monica has trouble deciding which horse to back.</p>"
Silicon Valley,1151635,Customer Service,4,"<p>On the hunt for financial support, Richard looks outside the tech bubble, and crosses paths with a contentious figure from Pied Piper's past. Erlich reaches out to Monica and Laurie in search of a new endeavor. A launch gone wrong finds Dinesh and Gilfoyle at war as Jared tries to keep the peace.</p>"
Silicon Valley,1151636,The Patent Troll,4,"<p>When Richard decides to stand up to a patent troll, his defiance ends up coming back to haunt him. Gilfoyle goes to desperate measures to battle Jian-Yang's new smart fridge. Jared embraces multiple identities in his quest to reduce costs. Erlich tries to hang with the alpha males.</p>"
Silicon Valley,1151637,The Keenan Vortex,4,"<p>An unexpected increase in data traffic leads Richard to turn to Erlich for help in garnering a deal with Keenan Feldspar, Silicon Valley's latest \"it\" boy – but when Keenan makes a too-good-to-resist offer, Richard must weigh Pied Piper's future against a potential mutiny. Jack faces setbacks while preparing for Hooli-Con.</p>"
Silicon Valley,1168582,Hooli-Con,4,<p>The Pied Piper guys try to pull off a stealth plan at Hooli-Con.</p>
Silicon Valley,1168583,Server Error,4,<p>Richard finds himself in a web of lies; Jared plans his exit; Jack bets big; Gavin plots a comeback.</p>
Silicon Valley,1387194,Grow Fast or Die Slow,5,"<p>Now that Pied Piper has ample funding and new offices, the pressure to get things right stymies Richard and forces him to grow the company in a way he hadn't planned. A picky Dinesh and Gilfoyle question their ability to make good decisions. After returning to Hooli, Gavin worries about becoming antiquated.</p>"
Silicon Valley,1419259,Reorientation,5,"<p>Panicked by suddenly leading a much larger team, Richard finds himself managing a number of small conflicts in his efforts to unite his new employees. Dinesh celebrates a new purchase that Gilfoyle looks to spoil. Jian-Yang goes to court. Gavin meets pushback over his signature and what it says about him.</p>"
Silicon Valley,1419260,Chief Operating Officer,5,"<p>Encouraged by Jared to strike up a friendship with Dana, a like-minded CEO, Richard instead finds himself charmed by Dana's COO, who challenges his loyalty to Gilfoyle. Facing limited housing options thanks to his impulse purchase, Dinesh searches for a new roommate.</p>"
Silicon Valley,1436933,Tech Evangelist,5,"<p>Attempting to woo a gaming company to PiperNet, Richard inadvertently angers a prized ally; Dinesh deals with a betrayal; in preparation for a big launch, Gavin leaves his underlings with a cryptic message; Jared gets inside information from Big Head.</p>"
Silicon Valley,1436934,Facial Recognition,5,"<p>Overshadowed by Jared in an on-camera interview, Richard's confidence wavers further when Laurie and Monica force him to work with Eklow, a new artificial-intelligence company. Gilfoyle worries about the prospect of introducing AI into Pied Piper. Dinesh makes Jared self-conscious ahead of a second interview. Gavin questions his future beyond Hooli.</p>"
Silicon Valley,1436935,Artificial Emotional Intelligence,5,"<p>Richard decides to help when Laurie gets in a jam, but his lack of emotional discipline threatens to backfire on Pied Piper. Gavin tries to make a deal with a stubborn partner while abroad. Dinesh relishes a rare win. Jared bonds with a surprising figure.</p>"
Silicon Valley,1445226,Initial Coin Offering,5,"<p>As the Pied Piper guys prepare to close on their Series B funding, Richard receives some unsettling news. Gilfoyle suggests a risky proposition and Monica gets blunt with Richard. Dinesh goes to great lengths to compete with a coworker, while Jared keeps close watch on Richard's new assistant. In search of a better deal, Gavin tries to charm small-town America.</p>"
Silicon Valley,1445227,Fifty-One Percent,5,"<p>The launch of PiperNet finds Monica suspicious of an early success, and the team must race against the clock as their future is threatened. Realizing he's made more enemies then friends, Richard makes a surprising move.</p>"
Silicon Valley,1698000,Artificial Lack of Intelligence,6,<p>Richard discovers his promise to keep Pied Piper free from collecting user data is under threat. Jared finds himself missing his role as Richard's go-to guy and revisits the hacker hostel. Gilfoyle devises a creative way to deal with Dinesh's complaining.</p>
Silicon Valley,1730750,Blood Money,6,"<p>When Richard meets an interested investor with a sketchy past, he must weigh his integrity against a tempting financial offer. Jared seeks a new future, putting him at odds with Richard. A defiant Gilfoyle butts heads with HR over his lack of direct reports. Hoover and Denpok worry when Gavin explores alternative solutions to keep a leaner Hooli afloat.</p>"
Silicon Valley,1730751,Hooli Smokes!,6,<p>The Pied Piper team races to close a major deal; Dinesh considers being a better person; an angry Jared reluctantly helps Richard.</p>
Silicon Valley,1732276,Maximizing Alphaness,6,<p>Richard's authority is threatened by his former Hooli manager; Monica tries to prove her support of other women; Gavin sets his sights on the literary world.</p>
Silicon Valley,1757882,Tethics,6,<p>Richard fumes at Gavin's new ethical stance; Dinesh's trip turns into a nightmare; Gilfoyle and Monica work on their peer review scores.</p>
Silicon Valley,1757883,RussFest,6,<p>A major event puts PiperNet's capabilities to the test; Monica confronts Jian-Yang over his use of Pied Piper's name.</p>
Silicon Valley,1757884,Exit Event,6,<p>Richard and the Pied Piper team look to pull off a spectacular feat on the day of a big launch.</p>
